//ID	Skill Name	Skill name Ru	Identify if it is a lifeskill	View to Interface	is level up	use in mount	Class	Left Handed Requirement	Right hand weapon restriction	Body Armor Requirement	Conch usage test	Skill Phase	Skill Type	Useful/Harmful	Learning Level	-1uisite	Skill Points Consumption	Discharged Status	Apply point	Cast Range	Process target	Attack mode	Angle	Radius	Skill region shape	Skill prophase management formula	Skill adds surface status formula	Skill SP Formula	Durability consumption formula	Top-up consumption formula	Skill Region Formula	Discharge phase formula	effect phase formula	Positive effect forumala	Opposing effect formula	Bind status ID can be removed manually	Self parameter	Self Effect	Consumable	Duration	Target parameter	Splash parameter	Duration on target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Action	action	keyframe	Attack Sound Effect	character dummy	Character Effect	Base Standard Value	item dummy	Item Effect	Item Effect 2	Path of Flight keyfram	character dummy2	item dummy3	Path of Flight Effect	Path of Flight speed	Attacked Sound Effect	dummy	Character attacked effect	Effect duration point	Surface attacked effect	Water Surface Effect	ICON	Skill Play Count	Operation Execute Command	Description	Effect	Consumption	Remark
262	Fox Immortal Sorcery	Fox Immortal Sorcery	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_FoxMagic	0	0	0	0	Skill_FoxMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_FoxMagic	2	1	7	-1	40	9	372	0	0	0,0	0,0	0	9	-1	1055	1600	41	2	131	0	0	0	s262sk.png	0	0	Boss Skill	Deals magical damage. Damage is determined by skill level and Spirit	0	0
263	Fox Immortal Area Spell	Fox Immortal Area Spell	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_FoxSquareMagic	0	0	SkillArea_Circle_FoxSquareMagic	0	Skill_FoxSquareMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_FoxSquareMagic	1	1	7	-1	40	9	373	0	0	0,0	0,0	0	-1	-1	0	0	41	2	131	0	0	0	s262sk.png	0	0	Boss Skill	Deals magical damage. Damage is determined by skill level and Spirit	0	0
264	Ritual	Ritual	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_TZJSMagic	0	0	0	0	Skill_TZJSMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_TZJSMagic	1	1	7	-1	40	-1	374	0	0	0,0	0,0	0	-1	-1	0	0	-1	2	131	0	0	0	s264sk.png	0	0	Boss Skill	Boss Skill	0	0
265	Sachem's Witchcraft	Sachem's Witchcraft	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_TZQZMagic	0	0	SkillArea_Circle_TZQZMagic	0	Skill_TZQZMagic_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_TZQZMagic	1	1	10	-1	40	1	375	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	s264sk.png	0	0	Boss Skill	Boss Skill	0	0
266	Whirling Hook	Whirling Hook	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_JBXZSB	0	0	SkillArea_Circle_JBXZSB	0	Skill_JBXZSB_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JBXZSB	1	1	11	-1	40	-1,-1	805,806	0	0	0,0	0,0	0	9	-1	0	0	138	2	131	0	0	0	s266sk.png	0	0	Boss Skill	Boss Skill	0	0
267	Dog Howl	Dog Howl	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_QuanX	0	0	SkillArea_Circle_QuanX	0	Skill_QuanX_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_QuanX	1	1	11	-1	44	-1	314	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	s267sk.png	0	0	Decreases attack and movement speed of targets within range	Decreases attack by 3 and movement speed by 1% over 20s per skill level.	0	0
268	Corpse Venom	Corpse Venom	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	1	0	0	0	0	0	SkillSp_SD	0	0	0	0	Skill_SD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_SD	2	1	10	0	40	1	802	0	0	0,0	0,0	0	9	-1	1052	1300	103	2	131	0	0	0	s114ef.png	0	0	Boss Skill	Boss Skill	0	0
269	Icy Dragon Strike	Icy Dragon Strike	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	500	4	2	0	0	2	0	0	SkillSp_BLGJ	0	0	SkillArea_Sector_BLGJ	0	Skill_BLGJ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BLGJ	2	1	8	0	40	9	800	0	0	0,0	0,0	0	9	-1	1033	1600	-1	0	0	0	376	0	s136sk.png	0	0	Boss Skill	Increases attack by 1.5 times and decreases movement speed of target. Effects increases per skill level	0	0
270	Cyborg Blockade	Cyborg Blockade	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	1	0	0	SkillSp_JXJBFW	0	0	SkillArea_Line_JXJBFW	0	Skill_JXJBFW_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JXJBFW	1	1	7	-1	106	6,-1	265,266	0,0	0	0,0	0,0	0	-1	-1	0	0	107	2	267	-1	0	0	s0216.png	0	0	Monster Skill	Monster Skill	0	0
271	Crab Binding	Crab Binding	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_CRXXR	0	0	0	0	Skill_CRXSF_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_CRXSF	2	1	7	0	40	1	371	0	0	0,0	0,0	0	9	-1	1056	1600	41	2	131	0	0	0	cos013.png	0	0	Monster Skill	Monster Skill	0	0
272	Curse of Kelpie	Curse of Kelpie	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_SXZZZ	0	0	0	0	Skill_SXZZZ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_SXZZZ	2	1	7	0	40	9	372	0	0	0,0	0,0	0	9	-1	1057	1600	41	2	131	0	0	0	s0058.png	0	0	Monster Skill	Monster Skill	0	0
273	Frost Breath	Frost Breath	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_XBLBD	0	0	0	0	Skill_XBLBD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_XBLBD	2	1	7	0	40	9	801	0	0	0,0	0,0	0	9	-1	1033	1600	41	0	0	0	377	0	x1018.png	0	0	Monster Skill	Monster Skill	0	0
274	Dance of Ice	Dance of Ice	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_BHSD	0	0	SkillArea_Circle_BHSD	0	Skill_BHSD_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BHSD	1	1	11	-1	40	-1	380	0	0	0,0	0,0	0	9	-1	0	0	-1	2	131	0	0	0	x1060.png	0	0	Monster Skill	Monster Skill	0	0
275	Black Dragon Terror	Black Dragon Terror	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	300	4	1	0	0	0	0	0	SkillSp_HLKJ	0	0	0	0	Skill_HLKJ_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HLKJ	1	1	11	-1	40	-1	379	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	x1087.png	0	0	Monster Skill	Monster Skill	0	0
276	Black Dragon Roar	Black Dragon Roar	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_HLLM	0	0	SkillArea_Circle_HLLM	0	Skill_HLLM_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_HLLM	1	1	11	-1	40	-1	808	0	0	0,0	0,0	0	9	-1	0	0	-1	2	198	0	0	0	cos002.png	0	0	Monster Skill	Monster Skill	0	0
277	Black Dragon Flight	Black Dragon Flight	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_BlackDrgWing	0	0	SkillArea_Circle_BlackDrgWing	0	Skill_BlackDrgWing_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackDrgWing	1	1	12	-1	40	-1	804	0	0	0,0	0,0	0	9	-1	0	0	-1	2	101	0	0	0	s277sk.png	0	0	Monster Skill	Monster Skill	0	0
278	Black Dragon Breath	Black Dragon Breath	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	2	0	0	SkillSp_BlackDrgDeadHit	0	0	SkillArea_Sector_BlackDrgDeadHit	0	Skill_BlackDrgDeadHit_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackDrgDeadHit	2	1	10	7	44	1	803	0	0	0,0	0,0	0	9	-1	1059	1500	45	2	267	0	0	0	s278sk.png	0	0	Monster Skill	Monster Skill	0	0
279	Resurrect	Resurrect	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	1	0	0	0	0	0	SkillSp_BlackHeal	0	0	0	0	Skill_BlackHeal_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackHeal	1	1	11	0	72	-1	113	0	-1	0,0	0,0	-1	-1	-1	0	0	73	2	114	-2	0	0	s279sk.png	0	0	Monster Skill	Monster Skill	0	0
280	Fairy Body	Владение феей	2	1	0	1	-1,10	1,-1	1,-1	1,-1	16,2,20012	-1	1	1	-1	-1	0	1	1	0	1	1	0	0	0	0	0	SkillSp_JLFT	0	0	0	Skill_JLFT_BEGIN	Skill_JLFT_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_JLFT	1	1	12	0	46	2	117	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	236	0	s0234.png	0	0	Character Skill	Attribute bonus from new generation of pet fairies	Stamina consumption is determined by pet level and skill level. Fixed consumption of 20 SP.	0
281	Black Dragon Roar	Black Dragon Roar	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	SkillSp_BlackHx	0	0	SkillArea_Circle_BlackHx	0	Skill_BlackHx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackHx	1	1	12	-1	-1	-1	881	0	0	0,0	0,0	-1	-1	-1	0	0	-1	-1	882	-2	0	0	cos014.png	0	0	Monster Skill	Monster Skill	0	0
282	Black Dragon Lightning Bolt	Black Dragon Lightning Bolt	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_BlackLj	0	0	0	0	Skill_BlackLj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackLj	2	1	12	-1	102	1	883	0	0	0,0	0,0	0	5	-1	1061	1600	103	2	0	-1	0	0	s282sk.png	0	0	Monster Skill	Monster Skill	0	0
283	Black Dragon Illusion Slash	Black Dragon Illusion Slash	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	800	4	1	0	0	0	0	0	SkillSp_BlackHyz	0	0	0	0	Skill_BlackHyz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackHyz	2	1	12	-1	40	2	886	0	0	0,0	0,0	0	5	-1	1060	1600	41	2	888	-1	0	0	s0081.png	0	0	Monster Skill	Monster Skill	0	0
284	Black Dragon Fireball	Black Dragon Fireball	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	SkillSp_BlackYq	0	0	0	0	Skill_BlackYq_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackYq	2	1	7	-1	56	1	889	0	0	0,0	0,0	0	5	-1	1062	1600	57	2	891	-1	892	0	cos015.png	0	0	Monster Skill	Deals magical damage. Damage is determined by skill level and Spirit	0	0
285	Black Dragon Summon	Black Dragon Summon	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_BlackZh	0	Skill_BlackZh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_BlackZh	0	1	11	-1	40	-1	893	0	0	0,0	0,0	0	9	-1	0	0	-1	2	0	0	0	0	s285sk.png	0	0	Monster Skill	Monster Skill	0	0
286	Deathsoul Magma Bullet	Deathsoul Magma Bullet	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wlrsd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlrsd	2	1	11	-1	146	-1	284	0	0	0,0	0,0	0	2	-1	1063	1600	147	-1	900	0	0	315	s286sk.png	0	0	Monster Skill	Monster Skill	0	0
287	Deathsoul Acceleration	Deathsoul Acceleration	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_wljs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wljs	0	1	11	-1	40	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	57	-1	0	0	0	0	s287sk.png	0	0	Monster Skill	Monster Skill	0	0
288	Firegun Attack	Firegun Attack	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_hqgj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_hqgj	1	1	7,8,9	0	70	10	905	0	0	0,0	0,0	0	9	-1	0	0	57	2	909	-2	0	0	s31sk.png	0	0	Monster Skill	Monster Skill	0	0
289	Deathsoul stun	Deathsoul stun	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wljy_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wljy	1	1	11	-1	40	9	0	0	0	0,0	0,0	0	9	-1	0	0	57	2	902	0	0	0	cos018.png	0	0	Monster Skill	Monster Skill	0	0
290	Laser Beam	Laser Beam	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_jgs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_jgs	2	1	11	-1	40	1	903	0	0	0,0	0,0	0	1	-1	0	0	71	2	904	0	0	0	s290sk.png	0	0	Monster Skill	Monster Skill	0	0
291	Deathsoul Poison Dart	Deathsoul Poison Dart	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wldb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wldb	2	1	10	-1	40	-1	249	0	0	0,0	0,0	0	9	-1	2004	1600	57	2	198	0	0	0	cos008.png	0	0	Monster Skill	Monster Skill	0	0
292	Deathsoul Summon	Deathsoul Summon	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	4	0	0	0	0	0	SkillArea_Circle_wlzh	0	Skill_wlzh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlzh	0	1	11	-1	40	-1	906	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	0	0	s292sk.png	0	0	Monster Skill	Monster Skill	0	0
293	Ranged Blast	Ranged Blast	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_ycbp_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_ycbp	1	1	11	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	147	2	907	0	0	0	s293sk.png	0	0	Monster Skill	Monster Skill	0	0
294	Cloud Attack	Cloud Attack	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_ywgj	0	0	0	SkillArea_Circle_ywgj	0	Skill_ywgj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_ywgj	1	1	11	-1	112	-1	281	0	0	0,0	0,0	0	5	-1	0	0	57	2	282	0	0	0	s139sk.png	0	0	Monster Skill	Monster Skill	0	0
295	Encumbered Skeleton	Encumbered Skeleton	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	800	4	1	0	0	0	0	0	0	0	0	0	0	Skill_klcs_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_klcs	1	1	11	0	104	-1	0	0	0	0,0	0,0	0	5	-1	0	0	105	-1	910	0	0	0	x1088.png	0	0	Monster Skill	Monster Skill	0	0
296	Mytho Teleportation	Mytho Teleportation	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_lyyd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_lyyd	0	1	11	-1	40	-1	911	0	0	0,0	0,0	0	5	-1	0	0	57	-1	911	0	0	0	s0228.png	0	0	Monster Skill	Monster Skill	0	0
297	Skeletar Shielding	Skeletar Shielding	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	Skill_klhd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_klhd	1	1	11	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	0	0	57	-1	0	0	0	0	s0227.png	0	0	Monster Skill	Monster Skill	0	0
298	Evil Attack	Evil Attack	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	3	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_xegj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_xegj	2	1	11	-1	114	-1	0	0	-1	0,0	0,0	-1	2	-1	1064	1600	93	-1	923	0	0	0	s0226.png	0	0	Monster Skill	Monster Skill	0	0
299	Deathsoul Slice	Deathsoul Slice	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	150	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wllk_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wllk	1	1	11	-1	40	1	913	0	0	0,0	0,0	0	5	-1	0	0	41	2	0	0	0	0	s0010.png	0	0	Monster Skill	Monster Skill	0	0
301	Roar of Deathsoul	Roar of Deathsoul	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	Skill_wlnh_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlnh	1	1	11	-1	40	-1	914	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	0	0	cos17.png	0	0	Monster Skill	Monster Skill	0	0
302	Deathsoul Taunt	Deathsoul Taunt	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_wlcx	0	Skill_wlcx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlcx	1	1	10	-1	40	-1	915	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	0	0	s302sk.png	0	0	Monster Skill	Monster Skill	0	0
303	Cursed Blood	Cursed Blood	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_zzzx	0	Skill_zzzx_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_zzzx	1	1	12	-1	40	-1	925	0	0	0,0	0,0	0	5	-1	0	0	-1	2	916	0	0	0	s141ef.png	0	0	Monster Skill	Monster Skill	0	0
304	Moonlight Recovery	Moonlight Recovery	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	0	5	1	0	0	0	0	0	0	0	0	0	0	Skill_yghf_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_yghf	1	1	11	-1	72	-1	917	0	0	0,0	0,0	0	5	-1	0	0	73	2	0	0	0	0	s304sk.png	0	0	Monster Skill	Monster Skill	0	0
305	Deathsoul Water Arrow	Deathsoul Water Arrow	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wlsj_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlsj	2	1	11	-1	40	-1	0	0	0	0,0	0,0	0	5	-1	1066	1600	93	2	924	0	0	0	s0050.png	0	0	Monster Skill	Monster Skill	0	0
306	Deathsoul Whirlpool	Deathsoul Whirlpool	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	0	4	2	0	0	4	0	SkillArea_State_wlxw	0	0	0	SkillArea_Circle_wlxw	0	Skill_wlxw_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlxw	1	1	11	-1	40	-1	278	0	0	0,0	0,0	0	5	-1	0	0	57	2	0	0	918	0	s137ef.png	0	0	Monster Skill	Monster Skill	0	0
307	Deathsoul Lightning Curtain	Deathsoul Lightning Curtain	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	3	1000	4	2	0	0	3	0	SkillArea_State_wllm	0	0	0	SkillArea_Circle_wllm	0	Skill_wllm_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wllm	1	1	11	-1	114	-1	288	0	0	0,0	0,0	-1	-1	-1	0	0	115	-1	289	0	290	0	s307sk.png	0	0	Monster Skill	Monster Skill	0	0
308	Bomb Throwing	Bomb Throwing	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	1	0	0	0	0	0	0	0	0	0	0	Skill_zdtz_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_zdtz	2	0	12	1	40	-1	0	0	0	0,0	0,0	0	5	-1	1065	1500	147	2	919	0	0	0	s1135.png	0	0	Monster Skill	Monster Skill	0	0
309	Spiritual Dart	Spiritual Dart	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	-1	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_jsfd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_jsfd	2	1	7	-1	151	-1	0	0	-1	0,0	0,0	0	2	-1	1024	1600	-1	2	226	0	0	0	s309sk.png	0	0	Monster Skill	Monster Skill	0	0
310	Physical Dart	Physical Dart	1	1	1	0	-1,10	1,-1	1,-1	1,-1	-1	-1	-1	0	-1	-1	1	1	3	1500	4	1	0	0	0	0	0	0	0	0	0	0	Skill_wlfd_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_wlfd	2	1	7	-1	151	-1	0	0	-1	0,0	0,0	0	2	-1	1024	1600	-1	2	226	0	0	0	s310sk.png	0	0	Monster Skill	Monster Skill	0	0
311	Self Destruct	Самоуничтожение	2	1	0	0	-1,10	1,-1	1,-1	1,-1	-1	-1	1	0	-1	-1	0	1	1	0	7	2	0	0	4	0	0	0	0	0	SkillArea_Circle_jlzb	Skill_jlzb_Begin	Skill_jlzb_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_jlzb	1	1	12	0	44	-1	252	0	-1	0,0	0,0	-1	-1	-1	0	0	45	-1	891	-2	892	0	s0235.png	0	0	Fairy skill	Skill of the new generation of pet fairies. Damage surrounding targets according to level of fairy	Consume fairy's stamina and player's HP to induce stun	0
312	Skill - Defecate	Skill - Defecate	2	1	0	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx1_Begin	Skill_Jltx1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx1	1	1	12	-1	88	-1	0	0	0	0,0	0,0	0	9	-1	0	0	-1	-1	0	0	0	0	s0240.png	0	0	Fairy skill	Add a Smelly effect on the top of target	1 Fairy Coin	0
313	Skill - Undergarment	Skill - Undergarment	2	1	0	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx2_Begin	Skill_Jltx2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx2	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0241.png	0	0	Fairy skill	Add a Shorts effect on the top of target	1 Fairy Coin	0
314	Skill - Garment	Skill - Garment	2	1	0	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx3_Begin	Skill_Jltx3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx3	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0242.png	0	0	Fairy skill	Add a Eye Patch effect on target	1 Fairy Coin	0
315	Skill - Coin Shower	Skill - Coin Shower	2	1	0	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx4_Begin	Skill_Jltx4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx4	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0243.png	0	0	Fairy skill	Add a Dropping Coin effect on the top of target	1 Fairy Coin	0
316	Skill - Fool	Skill - Fool	2	1	0	0	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	1	1	1000	5	1	0	0	0	0	0	0	0	0	0	Skill_Jltx5_Begin	Skill_Jltx5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Jltx5	1	1	12	-1	88	-1	0	0	1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	0	0	0	s0244.png	0	0	Fairy skill	Add a I am an idiot effect on the top of target	1 Fairy Coin	0
